"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"3115","Naruto Ultimate Collection","Misc","PS2",0.11,0.06,0,0.04,0.01,2008
"3116","Pro Yakyuu Spirits 5","Sports","PS3",0.11,0,0.11,0,0,2008
"3117","The History Channel: Civil War - Secret Missions","Shooter","PS3",0.1,0.09,0,0,0.01,2008
"3118","Lucky * Star: Ryouou Gakuen Outousai","Adventure","PS2",0.1,0,0.1,0,0,2008
"3119","Karaoke Revolution Presents American Idol Encore","Misc","PS3",0.09,0.08,0,0,0.01,2008
"3120","Winter Sports 2: The Next Challenge","Sports","PS2",0.08,0.04,0,0.03,0.01,2008
"3121","Pac-Man Power Pack","Misc","PS2",0.08,0.04,0,0.03,0.01,2008
"3122","Mortal Kombat Kollection","Fighting","PS2",0.08,0.04,0,0.03,0.01,2008
"3123","Initial D: Extreme Stage","Racing","PS3",0.08,0,0.08,0,0,2008
"3124","Nobunaga's Ambition: Rise to Power","Strategy","PS2",0.08,0,0.08,0,0,2008
"3125","The Sims 2: Ikea Home Stuff","Simulation","PC",0.08,0,0,0.07,0.01,2008
"3126","Tomb Raider: Underworld","Adventure","PC",0.08,0,0,0.07,0.01,2008
"3127","SCORE International Baja 1000: The Official Game","Racing","PS3",0.08,0.07,0,0,0.01,2008
"3128","Tears to Tiara: Kakan no Daichi","Strategy","PS3",0.08,0,0.08,0,0,2008
"3129","Kinnikuman Muscle Grand Prix Max 2: Tokumori","Fighting","PS2",0.07,0,0.07,0,0,2008
"3130","Harukanaru Toki no Naka de 4","Adventure","PS2",0.07,0,0.07,0,0,2008
"3131","Jumper: Griffin's Story","Action","PS2",0.07,0.03,0,0.03,0.01,2008
"3132","Silent Hill: Origins","Action","PS2",0.07,0.03,0,0.03,0.01,2008
"3133","Shrek's Carnival Craze Party Games","Misc","PS2",0.07,0.03,0,0.03,0.01,2008
"3134","Secret Service: Ultimate Sacrifice","Action","PS2",0.07,0.03,0,0.03,0.01,2008
"3135","Fatal Fury: Battle Archives Volume 2","Fighting","PS2",0.07,0.03,0,0.03,0.01,2008
"3136","Code Geass: Hangyaku no Lelouch - Lost Colors","Adventure","PS2",0.06,0,0.06,0,0,2008
"3137","Alone in the Dark","Adventure","PS2",0.06,0.03,0,0.02,0.01,2008
"3138","Mobile Suit Gundam 00: Gundam Meisters","Action","PS2",0.06,0,0.06,0,0,2008
"3139","The Great Escape","Action","XB",0.06,0.05,0,0.01,0,2008
"3140","D.C. II P.S.: Da Capo II Plus Situation","Adventure","PS2",0.06,0,0.06,0,0,2008
"3141","Vampire Rain: Altered Species","Action","PS3",0.06,0.05,0,0,0.01,2008
"3142","Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune","Misc","PS2",0.06,0,0.06,0,0,2008
"3143","Sacred 2: Fallen Angel","Role-Playing","PC",0.06,0,0,0.05,0.01,2008
"3144","Mana Khemia: Alchemists of Al-Revis","Role-Playing","PS2",0.06,0.03,0,0.02,0.01,2008
"3145","KimiKiss (ebKore+)","Adventure","PS2",0.06,0,0.06,0,0,2008
"3146","Pro Yakyuu Spirits 5 Kanzenban","Sports","PS2",0.05,0,0.05,0,0,2008
"3147","Sengoku Basara X","Fighting","PS2",0.05,0,0.05,0,0,2008
"3148","Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o","Adventure","PS2",0.05,0,0.05,0,0,2008
"3149","Koihime Musou","Adventure","PS2",0.05,0,0.05,0,0,2008
"3150","Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2","Misc","PS2",0.05,0,0.05,0,0,2008
"3151","Mana Khemia: Alchemists of Al-Revis (JP sales)","Role-Playing","PS2",0.04,0,0.04,0,0,2008
"3152","Kanuchi: Shiroki Tsubasa no Shou","Adventure","PS2",0.04,0,0.04,0,0,2008
"3153","LEGO Indiana Jones: The Original Adventures","Adventure","PC",0.04,0.02,0,0.02,0,2008
"3154","12Riven: The Psi-Climinal of Integral","Adventure","PS2",0.04,0,0.04,0,0,2008
"3155","Farm Frenzy","Strategy","PC",0.04,0.04,0,0,0,2008
"3156","Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection","Shooter","PS2",0.04,0,0.04,0,0,2008
"3157","GRID","Racing","PC",0.04,0,0,0.03,0.01,2008
"3158","Memories Off 6: T-Wave","Adventure","PS2",0.04,0,0.04,0,0,2008
"3159","Ferrari Challenge Trofeo Pirelli","Racing","PS3",0.04,0,0,0.03,0.01,2008
"3160","Aquanaut's Holiday: Kakusareta Kiroku","Adventure","PS3",0.04,0,0.04,0,0,2008
"3161","Chaos Wars","Strategy","PS2",0.04,0,0.04,0,0,2008
"3162","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki","Misc","PS2",0.04,0,0.04,0,0,2008
"3163","S.T.A.L.K.E.R.: Clear Sky","Shooter","PC",0.03,0,0,0.03,0,2008
"3164","Women's Volleyball Championship","Sports","PS2",0.03,0,0.03,0,0,2008
"3165","Metal Gear Solid: The Essential Collection (JP sales)","Adventure","PS2",0.03,0,0.03,0,0,2008
"3166","Nobunaga no Yabou: Kakushin with Power-Up Kit","Strategy","PS2",0.03,0,0.03,0,0,2008
"3167","BeatMania IIDX 14 Gold","Simulation","PS2",0.03,0,0.03,0,0,2008
"3168","Togainu no Chi: True Blood","Adventure","PS2",0.03,0,0.03,0,0,2008
"3169","Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen","Misc","PS2",0.03,0,0.03,0,0,2008
"3170","Pro Yakyuu Spirits 5 Kanzenban","Sports","PS3",0.03,0,0.03,0,0,2008
"3171","Hiiro no Kakera 3: Aoikuro no Kusabi","Adventure","PS2",0.03,0,0.03,0,0,2008
"3172","Hakuouki","Adventure","PS2",0.03,0,0.03,0,0,2008
"3173","BeatMania IIDX 15: DJ Troopers","Simulation","PS2",0.03,0,0.03,0,0,2008
"3174","Sins of a Solar Empire","Strategy","PC",0.03,0,0,0.03,0,2008
"3175","Wrestle Angels: Survivor 2","Fighting","PS2",0.03,0,0.03,0,0,2008
"3176","The Last Guy","Action","PS3",0.03,0,0.03,0,0,2008
"3177","Akane Iro ni Somaru Saka Parallel","Adventure","PS2",0.03,0,0.03,0,0,2008
"3178","Last Escort 2: Shinya no Amai Toge","Adventure","PS2",0.03,0,0.03,0,0,2008
"3179","Aria: The Origination ~Aoi Wakusei no El Cielo~","Adventure","PS2",0.02,0,0.02,0,0,2008
"3180","Warhammer Online: Age of Reckoning","Role-Playing","PC",0.02,0,0,0.02,0,2008
"3181","Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki","Adventure","PS2",0.02,0,0.02,0,0,2008
"3182","D.Gray-man: Sousha no Shikaku","Adventure","PS2",0.02,0,0.02,0,0,2008
"3183","School Days LxH","Adventure","PS2",0.02,0,0.02,0,0,2008
"3184","Stronghold Crusader Extreme","Strategy","PC",0.02,0,0,0.02,0,2008
"3185","Europa Universalis III Complete","Strategy","PC",0.02,0,0,0.02,0,2008
"3186","Tom Clancy's Rainbow Six: Vegas 2","Shooter","PC",0.02,0,0,0.02,0,2008
"3187","Kung Fu Panda","Platform","PC",0.02,0,0,0.02,0,2008
"3188","Brothers in Arms: Hell's Highway","Shooter","PC",0.02,0,0,0.02,0,2008
"3189","Koisuru Otome to Shugo no Tate: The Shield of AIGIS","Adventure","PS2",0.02,0,0.02,0,0,2008
"3190","Left 4 Dead","Shooter","PC",0.02,0,0,0.02,0,2008
"3191","Frontlines: Fuel of War","Shooter","PC",0.02,0,0,0.02,0,2008
"3192","Mount & Blade","Role-Playing","PC",0.02,0,0,0.02,0,2008
"3193","Spider-Man: Web of Shadows","Action","PC",0.02,0,0,0.02,0,2008
"3194","Final Approach 2: 1st Priority","Adventure","PS2",0.02,0,0.02,0,0,2008
"3195","Command & Conquer 3: Deluxe Edition","Strategy","PC",0.02,0,0,0.02,0,2008
"3196","FIFA Soccer 09","Sports","PC",0.02,0,0,0.02,0,2008
"3197","So Blonde","Adventure","PC",0.02,0,0,0.02,0,2008
"3198","Legend: Hand of God","Role-Playing","PC",0.02,0,0,0.02,0,2008
"3199","Backyard Baseball '09","Sports","PS2",0.02,0.01,0,0.01,0,2008
"3200","Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection","Role-Playing","PS2",0.02,0,0.02,0,0,2008
"3201","Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection","Role-Playing","PS2",0.02,0,0.02,0,0,2008
"3202","The Lord of the Rings Online: Mines of Moria","Role-Playing","PC",0.02,0,0,0.02,0,2008
"3203","Littlest Pet Shop","Simulation","PC",0.02,0,0,0.02,0,2008
"3204","Aoishiro","Adventure","PS2",0.02,0,0.02,0,0,2008
"3205","Prism Ark: Awake","Adventure","PS2",0.02,0,0.02,0,0,2008
"3206","Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)","Strategy","PS2",0.02,0,0.02,0,0,2008
"3207","NHL 09","Sports","PC",0.02,0,0,0.02,0,2008
"3208","The King of Fighters Collection: The Orochi Saga (JP sales)","Fighting","PS2",0.02,0,0.02,0,0,2008
"3209","Warhammer 40,000: Dawn of War: Soulstorm","Strategy","PC",0.02,0,0,0.02,0,2008
"3210","Iridium Runners","Racing","PS2",0.02,0.01,0,0.01,0,2008
"3211","Katekyoo Hitman Reborn! Kindan no Yami no Delta","Action","PS2",0.02,0,0.02,0,0,2008
"3212","Legendary","Shooter","PC",0.02,0,0,0.02,0,2008
"3213","Command & Conquer 3: Kane's Wrath","Strategy","PC",0.02,0,0,0.02,0,2008
"3214","Pirates of the Burning Sea","Role-Playing","PC",0.02,0,0,0.02,0,2008
"3215","Thunder Force VI","Shooter","PS2",0.02,0,0.02,0,0,2008
"3216","Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita","Adventure","PS2",0.02,0,0.02,0,0,2008
"3217","Night Wizard the Video Game: Denial of the World","Adventure","PS2",0.02,0,0.02,0,0,2008
"3218","Imperium Romanum","Strategy","PC",0.01,0,0,0.01,0,2008
"3219","Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns","Adventure","PS2",0.01,0,0.01,0,0,2008
"3220","NiGHTS into dreams...","Platform","PS2",0.01,0,0.01,0,0,2008
"3221","Turok","Shooter","PC",0.01,0,0,0.01,0,2008
"3222","Winning Post 7 Maximum 2008","Sports","PS2",0.01,0,0.01,0,0,2008
"3223","Ship Simulator 2008","Simulation","PC",0.01,0,0,0.01,0,2008
"3224","Theatre Of War","Strategy","PC",0.01,0,0,0.01,0,2008
"3225","Winning Post 7 Maximum 2008","Sports","PS3",0.01,0,0.01,0,0,2008
"3226","Blitzkrieg 2 Anthology","Strategy","PC",0.01,0,0,0.01,0,2008
"3227","Fatal Fury: Battle Archives Volume 2 (JP sales)","Fighting","PS2",0.01,0,0.01,0,0,2008
"3228","Zero no Tsukaima: Maigo no Period to Ikusen no Symphony","Adventure","PS2",0.01,0,0.01,0,0,2008
"3229","Naxat Soft Reachmania Vol. 1: CR Galaxy Angel","Misc","PS2",0.01,0,0.01,0,0,2008
"3230","Rail Simulator","Simulation","PC",0.01,0,0,0.01,0,2008
"3231","Conflict: Denied Ops","Shooter","PC",0.01,0,0,0.01,0,2008
"3232","H2O+: Footprints in the Sand","Adventure","PS2",0.01,0,0.01,0,0,2008
"3233","FlatOut: Ultimate Carnage","Racing","PC",0.01,0,0,0.01,0,2008
"3234","Juiced 2: Hot Import Nights","Racing","PC",0.01,0,0,0.01,0,2008
"3235","Poker for Dummies","Misc","PC",0.01,0,0,0.01,0,2008
"3236","World Heroes Anthology","Fighting","PS2",0.01,0,0.01,0,0,2008
"3237","Madagascar: Escape 2 Africa","Action","PC",0.01,0.01,0,0,0,2008
"3238","Junjou Romanchika: Koi no Doki Doki Daisakusen","Adventure","PS2",0.01,0,0.01,0,0,2008
"3239","Heart no Kuni no Alice","Adventure","PS2",0.01,0,0.01,0,0,2008
"3240","Alone in the Dark (2008)","Adventure","PC",0.01,0,0,0.01,0,2008
"3241","Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four","Misc","PS2",0.01,0,0.01,0,0,2008
"3242","Naraku no Shiro","Adventure","PS2",0.01,0,0.01,0,0,2008
"3243","Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku","Adventure","PS2",0.01,0,0.01,0,0,2008
"3244","Sugar + Spice! Anoko no Suteki na Nanimokamo","Adventure","PS2",0.01,0,0.01,0,0,2008
"3245","Kanokon: Esuii","Adventure","PS2",0.01,0,0.01,0,0,2008
"3246","Scarlett: Nichijou no Kyoukaisen","Adventure","PS2",0.01,0,0.01,0,0,2008
"3247","Real Rode","Adventure","PS2",0.01,0,0.01,0,0,2008
"3248","Rise of the Argonauts","Role-Playing","PC",0.01,0,0,0.01,0,2008
"3249","Summer Athletics","Sports","PC",0.01,0,0,0.01,0,2008
"3250","Secret Game: Killer Queen","Action","PS2",0.01,0,0.01,0,0,2008
"3251","Kamiyo Gakuen Makorouku Kurunugia","Adventure","PS2",0.01,0,0.01,0,0,2008
"3252","Shuumatsu Otome Gensou Alicematic Apocalypse","Adventure","PS2",0.01,0,0.01,0,0,2008
"3253","Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri","Strategy","PS2",0.01,0,0.01,0,0,2008
"3254","Brain Training for Dummies","Misc","PC",0.01,0,0,0.01,0,2008
"3255","Fushigi Yuugi: Suzaku Ibun","Adventure","PS2",0.01,0,0.01,0,0,2008
"3256","Edel Blume","Adventure","PS2",0.01,0,0.01,0,0,2008
"3257","Rome: Total War Anthology","Strategy","PC",0.01,0,0,0.01,0,2008
"3258","Chronicles of Mystery: The Scorpio Ritual","Adventure","PC",0.01,0,0,0.01,0,2008
"3259","PES 2009: Pro Evolution Soccer","Sports","PC",0.01,0,0,0.01,0,2008
"3260","Beijing 2008","Sports","PC",0.01,0,0,0.01,0,2008
"3261","Derby Time Online","Sports","PS3",0.01,0,0.01,0,0,2008
"3262","G1 Jockey 4 2008","Sports","PS2",0.01,0,0.01,0,0,2008
"3263","Neverwinter Nights 2: Storm of Zehir","Role-Playing","PC",0.01,0,0,0.01,0,2008
"3264","MotoGP 08","Racing","PC",0.01,0,0,0.01,0,2008
"3265","Bus Driver","Simulation","PC",0.01,0,0,0.01,0,2008
"3266","MotorStorm Complete","Racing","PS3",0.01,0,0.01,0,0,2008
"3267","Moe Moe 2-ji Taisen (Ryoku) * Deluxe","Adventure","PS2",0.01,0,0.01,0,0,2008
"3268","Warhammer: Mark of Chaos - Battle March","Strategy","PC",0.01,0,0,0.01,0,2008
"3269","Majin Tantei Nougami Neuro: Battle de Yo!","Adventure","PS2",0.01,0,0.01,0,0,2008
"3270","Tori no Hoshi: Aerial Planet","Adventure","PS2",0.01,0,0.01,0,0,2008
"3271","Princess Nightmare","Adventure","PS2",0.01,0,0.01,0,0,2008
"3272","Monochrome Fighter: Cross Road","Adventure","PS2",0.01,0,0.01,0,0,2008
"3273","Resident Evil 5","Action","PS3",5.1,1.96,1.08,1.42,0.64,2009
"3274","FIFA Soccer 10","Sports","PS3",3.63,0.6,0.05,2.46,0.52,2009
"3275","Need for Speed: Shift","Racing","PS3",2.65,0.69,0.04,1.4,0.52,2009
"3276","Madden NFL 10","Sports","PS3",2.37,2.03,0,0.13,0.21,2009
"3277","Sonic's Ultimate Genesis Collection","Misc","PS3",2.36,1.39,0,0.64,0.33,2009
"3278","Borderlands","Shooter","PS3",2.12,1.22,0,0.61,0.29,2009
"3279","Ratchet & Clank Future: A Crack in Time","Platform","PS3",1.89,1.05,0.03,0.55,0.26,2009
"3280","Demon's Souls","Role-Playing","PS3",1.83,0.97,0.35,0.34,0.17,2009
"3281","FIFA Soccer 10","Sports","PS2",1.7,0.23,0,0.24,1.23,2009
"3282","Dragon Age: Origins","Role-Playing","PS3",1.67,0.96,0.08,0.42,0.21,2009
"3283","Fight Night Round 4","Fighting","PS3",1.52,0.92,0,0.4,0.2,2009
"3284","[Prototype]","Action","PS3",1.24,0.65,0,0.41,0.18,2009
"3285","Guitar Hero 5","Misc","PS2",1.12,0.28,0,0.3,0.54,2009
"3286","DiRT 2","Racing","PS3",0.99,0.27,0,0.53,0.19,2009
"3287","Madden NFL 10","Sports","PS2",0.98,0.88,0,0,0.1,2009
"3288","Brutal Legend","Action","PS3",0.94,0.54,0,0.27,0.13,2009
"3289","BUZZ! Quiz World","Misc","PS3",0.92,0.16,0,0.58,0.18,2009
"3290","Operation Flashpoint: Dragon Rising","Shooter","PS3",0.91,0.23,0.05,0.46,0.17,2009
"3291","Mx vs. ATV Reflex","Racing","PS3",0.91,0.52,0,0.26,0.13,2009
"3292","James Cameron's Avatar: The Game","Action","PS3",0.9,0.32,0,0.43,0.15,2009
"3293","LEGO Indiana Jones 2: The Adventure Continues","Adventure","PS3",0.9,0.47,0,0.3,0.13,2009
"3294","Call of Duty: Modern Warfare 2","Shooter","PC",0.88,0.01,0,0.79,0.08,2009
"3295","Ghostbusters: The Video Game","Action","PS3",0.84,0.34,0,0.36,0.14,2009
"3296","NBA 2K10","Sports","PS3",0.84,0.75,0.01,0.01,0.07,2009
"3297","Skate 2","Sports","PS3",0.84,0.46,0.01,0.25,0.12,2009
"3298","NCAA Football 10","Sports","PS3",0.81,0.75,0,0,0.06,2009
"3299","Tiger Woods PGA Tour 10","Sports","PS3",0.78,0.42,0,0.25,0.11,2009
"3300","Dragon Ball: Raging Blast","Fighting","PS3",0.77,0.37,0.11,0.19,0.1,2009
"3301","Band Hero","Misc","PS3",0.76,0.41,0,0.23,0.12,2009
"3302","The Lord of the Rings: Conquest","Action","PS3",0.75,0.38,0,0.26,0.11,2009
"3303","Red Faction: Guerrilla","Shooter","PS3",0.74,0.33,0.02,0.27,0.12,2009
"3304","X-Men Origins: Wolverine - Uncaged Edition","Action","PS3",0.74,0.31,0,0.31,0.12,2009
"3305","Marvel: Ultimate Alliance 2","Role-Playing","PS3",0.74,0.49,0,0.16,0.09,2009
"3306","MLB 09: The Show","Sports","PS3",0.72,0.66,0,0,0.06,2009
"3307","Transformers: Revenge of the Fallen","Action","PS3",0.7,0.28,0,0.3,0.12,2009
"3308","IL-2 Sturmovik: Birds of Prey","Simulation","PS3",0.69,0.34,0,0.25,0.1,2009
"3309","Naruto Shippuden: Ultimate Ninja 4","Fighting","PS2",0.66,0.26,0.13,0.01,0.26,2009
"3310","Harry Potter and the Half-Blood Prince","Action","PS2",0.64,0.13,0,0.07,0.44,2009
"3311","Wolfenstein","Shooter","PS3",0.63,0.25,0,0.27,0.11,2009
"3312","Guitar Hero: Metallica","Misc","PS3",0.62,0.28,0,0.24,0.1,2009
"3313","Tony Hawk: RIDE","Sports","PS3",0.61,0.38,0,0.15,0.08,2009
"3314","Secret Agent Clank","Platform","PS2",0.6,0.13,0,0.18,0.29,2009
"3315","NHL 10","Sports","PS3",0.57,0.38,0,0.12,0.07,2009
"3316","The Sims 3: World Adventures","Simulation","PC",0.57,0.02,0,0.18,0.37,2009
"3317","Terminator Salvation","Shooter","PS3",0.53,0.13,0.01,0.29,0.1,2009
"3318","Way of the Samurai 3","Action","PS3",0.52,0.18,0.22,0.08,0.04,2009
"3319","Dragon Age: Origins","Role-Playing","PC",0.5,0,0,0.46,0.04,2009
"3320","The Saboteur","Action","PS3",0.48,0.2,0,0.21,0.07,2009
"3321","Up","Adventure","PS2",0.48,0.19,0,0.05,0.24,2009
"3322","Cars: Race-O-Rama","Racing","PS2",0.47,0.27,0,0.03,0.17,2009
"3323","Tales of Vesperia","Role-Playing","PS3",0.46,0,0.46,0,0,2009
"3324","SingStar Take That","Misc","PS2",0.45,0,0,0.06,0.39,2009
"3325","Disney Sing It! High School Musical 3: Senior Year","Misc","PS2",0.45,0.09,0,0.02,0.34,2009
"3326","Star Wars The Clone Wars: Republic Heroes","Action","PS3",0.44,0.19,0,0.18,0.07,2009
"3327","SingStar Motown","Misc","PS2",0.44,0,0,0.06,0.38,2009
"3328","Ghostbusters: The Video Game","Action","PS2",0.43,0.15,0,0.04,0.24,2009
"3329","LEGO Rock Band","Misc","PS3",0.42,0.24,0,0.12,0.06,2009
"3330","Katamari Forever","Puzzle","PS3",0.41,0.26,0.06,0.05,0.04,2009
"3331","Band Hero","Misc","PS2",0.41,0.15,0,0.06,0.2,2009
"3332","Marvel: Ultimate Alliance 2","Role-Playing","PS2",0.41,0.23,0,0.02,0.16,2009
"3333","Cabela's Big Game Hunter 2010","Sports","PS3",0.4,0.37,0,0,0.03,2009
"3334","Disney Sing It! High School Musical 3: Senior Year","Misc","PS3",0.4,0.08,0,0.26,0.06,2009
"3335","Dawn of Discovery","Simulation","PC",0.37,0,0,0.32,0.05,2009
"3336","SAW","Action","PS3",0.36,0.13,0,0.17,0.06,2009
"3337","Left 4 Dead 2","Shooter","PC",0.36,0,0,0.32,0.04,2009
"3338","NHL 2K10","Sports","PS2",0.36,0.17,0,0.14,0.05,2009
"3339","Dynasty Warriors 6 Empires","Action","PS3",0.34,0.14,0.15,0.03,0.02,2009
"3340","Disney Sing It: Pop Hits","Misc","PS2",0.34,0.1,0,0.02,0.22,2009
"3341","MLB 09: The Show","Sports","PS2",0.33,0.16,0,0.13,0.04,2009
"3342","Scooby-Doo! First Frights","Adventure","PS2",0.33,0.14,0,0.03,0.16,2009
"3343","Harry Potter and the Half-Blood Prince","Action","PS3",0.33,0.15,0,0.13,0.05,2009
"3344","Rock Band Country Track Pack","Misc","PS2",0.32,0.16,0,0.12,0.04,2009
"3345","DJ Hero","Misc","PS2",0.32,0.1,0,0.02,0.2,2009
"3346","Monsters vs. Aliens","Platform","PS3",0.31,0.21,0,0.06,0.04,2009
"3347","SD Gundam G Generation Wars","Strategy","PS2",0.31,0,0.31,0,0,2009
"3348","SingStar Take That","Misc","PS3",0.31,0,0,0.28,0.03,2009
"3349","Dreamworks Madagascar Kartz","Racing","PS3",0.3,0.19,0,0.07,0.04,2009
"3350","Ben 10 Alien Force: Vilgax Attacks","Action","PS2",0.29,0.11,0,0.03,0.15,2009
"3351","Wanted: Weapons of Fate","Shooter","PS3",0.29,0.14,0.01,0.1,0.04,2009
"3352","Marvel Super Hero Squad","Adventure","PS2",0.29,0.14,0,0.11,0.04,2009
"3353","Trivial Pursuit","Misc","PS3",0.28,0.12,0,0.11,0.05,2009
"3354","Indiana Jones and the Staff of Kings","Action","PS2",0.28,0.11,0,0.01,0.16,2009
"3355","Trivial Pursuit","Misc","PS2",0.27,0.09,0,0.01,0.17,2009
"3356","G-Force","Action","PS2",0.27,0.12,0,0.01,0.14,2009
"3357","Tiger Woods PGA Tour 10","Sports","PS2",0.26,0.12,0,0.01,0.13,2009
"3358","Disney Sing It: Pop Hits","Misc","PS3",0.26,0.17,0,0.06,0.03,2009
"3359","SBK Superbike World Championship","Racing","PS3",0.25,0.12,0,0.11,0.02,2009
"3360","The Chronicles of Riddick: Assault on Dark Athena","Shooter","PS3",0.25,0.12,0,0.09,0.04,2009
"3361","Mobile Suit Gundam Battlefield Record U.C.0081","Action","PS3",0.24,0,0.24,0,0,2009
"3362","Bakugan: Battle Brawlers","Action","PS3",0.24,0.19,0,0.03,0.02,2009
"3363","Cabela's Outdoor Adventures (2009)","Sports","PS3",0.23,0.21,0,0,0.02,2009
"3364","Cross Edge","Role-Playing","PS3",0.23,0.14,0.05,0.02,0.02,2009
"3365","Hannah Montana: The Movie","Adventure","PS3",0.23,0.14,0,0.06,0.03,2009
"3366","Musou Orochi Z","Action","PS3",0.23,0,0.23,0,0,2009
"3367","G-Force","Action","PS3",0.22,0.13,0,0.06,0.03,2009
"3368","Pinball Hall of Fame: The Williams Collection","Misc","PS3",0.22,0.2,0,0,0.02,2009
"3369","Guitar Hero: Smash Hits","Misc","PS2",0.22,0.11,0,0.01,0.1,2009
"3370","G.I. Joe: The Rise of Cobra","Action","PS3",0.21,0.11,0,0.07,0.03,2009
"3371","Afro Samurai","Action","PS3",0.2,0.12,0,0.05,0.03,2009
"3372","Shutter Island","Adventure","PC",0.2,0,0,0.17,0.03,2009
"3373","Ice Age: Dawn of the Dinosaurs","Platform","PS3",0.19,0.13,0,0.04,0.02,2009
"3374","Jurassic: The Hunted","Shooter","PS3",0.19,0.17,0,0,0.02,2009
"3375","Monsters vs. Aliens","Platform","PS2",0.19,0.11,0,0,0.08,2009
"3376","X-Men Origins: Wolverine","Action","PS2",0.18,0.13,0,0,0.05,2009
"3377","Tomb Raider: Underworld","Adventure","PS2",0.18,0.09,0,0.04,0.05,2009
"3378","Major League Baseball 2K9","Sports","PS3",0.17,0.16,0,0,0.01,2009
"3379","Stormrise","Strategy","PS3",0.17,0.13,0,0.02,0.02,2009
"3380","Ice Age: Dawn of the Dinosaurs","Platform","PS2",0.17,0.08,0,0.07,0.02,2009
"3381","Backyard Baseball '10","Sports","PS2",0.17,0.08,0,0.07,0.02,2009
"3382","Ashes Cricket 2009","Sports","PS3",0.17,0,0,0.16,0.01,2009
"3383","Fairytale Fights","Action","PS3",0.17,0.11,0,0.04,0.02,2009
"3384","Naruto Shippuden: Ultimate Ninja 5","Fighting","PS2",0.17,0,0.17,0,0,2009
"3385","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)","Role-Playing","PS2",0.17,0,0.17,0,0,2009
"3386","Chaotic: Shadow Warriors","Action","PS3",0.17,0.15,0,0,0.02,2009
"3387","Age of Empires III: Complete Collection","Strategy","PC",0.17,0.01,0,0.13,0.03,2009
"3388","The King of Fighters XII","Fighting","PS3",0.16,0.11,0.03,0.01,0.01,2009
"3389","Watchmen: The End is Nigh - The Complete Experience","Action","PS3",0.16,0.08,0,0.06,0.02,2009
"3390","Heroes Over Europe","Simulation","PS3",0.16,0.12,0,0.02,0.02,2009
"3391","NHL 2K10","Sports","PS3",0.15,0.13,0,0.01,0.01,2009
"3392","Jikkyou Powerful Pro Yakyuu 2009","Sports","PS2",0.15,0,0.15,0,0,2009
"3393","The Secret Saturdays: Beasts of the 5th Sun","Action","PS2",0.15,0.05,0,0.02,0.08,2009
"3394","Samurai Shodown Anthology","Fighting","PS2",0.15,0.07,0,0.06,0.02,2009
"3395","Pro Yakyuu Spirits 6","Sports","PS3",0.15,0,0.15,0,0,2009
"3396","G.I. Joe: The Rise of Cobra","Action","PS2",0.14,0.11,0,0,0.03,2009
"3397","Cabela's Outdoor Adventures (2009)","Sports","PS2",0.14,0.07,0,0.05,0.02,2009
"3398","Risen","Role-Playing","PC",0.14,0,0,0.12,0.02,2009
"3399","Pro Yakyuu Spirits 6","Sports","PS2",0.13,0,0.13,0,0,2009
"3400","The Stronghold Collection","Strategy","PC",0.13,0.04,0,0.08,0.01,2009
"3401","The BIGS 2","Sports","PS3",0.13,0.12,0,0,0.01,2009
"3402","Amagami","Adventure","PS2",0.13,0,0.13,0,0,2009
"3403","Rock Band: Metal Track Pack","Misc","PS3",0.12,0.11,0,0,0.01,2009
"3404","SingStar Latino","Misc","PS3",0.12,0.11,0,0,0.01,2009
"3405","Coraline","Adventure","PS2",0.11,0.06,0,0.04,0.01,2009
"3406","Planet 51","Action","PS3",0.11,0.07,0,0.03,0.01,2009
"3407","Where the Wild Things Are","Platform","PS3",0.11,0.09,0,0.01,0.01,2009
